episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,reward,novelty,causal_gain,data_value,cumulative_data_value
664,1.0,86,90,4,0.044444,86.0,60.0,21.977778,18.0,1.220988,1.433333,21.877778,0.127074,0.06,21.877778,0.056853,86.040404,25.812121,18299.20794
665,1.0,90,94,4,0.042553,90.0,60.0,23.170213,18.0,1.287234,1.5,23.070213,0.125329,0.06,23.070213,0.039051,89.929293,26.978788,18326.186728
666,1.0,89,97,8,0.082474,89.0,60.0,19.359794,18.0,1.075544,1.483333,19.259794,0.127577,0.06,19.256977,0.043916,88.989899,26.69697,18352.883698
667,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.126431,0.06,24.542718,0.082878,98.010101,29.40303,18382.286728
668,1.0,91,95,4,0.042105,91.0,60.0,23.468421,18.0,1.303801,1.516667,23.368421,0.124641,0.06,23.368421,0.03947,90.868687,27.260606,18409.547334
669,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.123496,0.06,24.542718,0.074716,97.878788,29.363636,18438.910971
670,1.0,101,112,11,0.098214,101.0,60.0,20.380357,18.0,1.132242,1.683333,20.280357,0.127317,0.06,20.275638,0.122336,101.060606,30.318182,18469.229152
671,1.0,78,85,7,0.082353,78.0,60.0,16.976471,18.0,0.943137,1.3,16.876471,0.129553,0.06,16.873625,0.137937,77.878788,23.363636,18492.592789
672,1.0,91,96,5,0.052083,91.0,60.0,22.560417,18.0,1.253356,1.516667,22.460417,0.128761,0.06,22.460417,0.02024,91.181818,27.354545,18519.947334
673,1.0,95,99,4,0.040404,95.0,60.0,24.661616,18.0,1.37009,1.583333,24.561616,0.126801,0.06,24.561616,0.059977,95.131313,28.539394,18548.486728
674,1.0,80,89,9,0.101124,80.0,60.0,15.910112,18.0,0.883895,1.333333,15.810112,0.130914,0.06,15.804898,0.132474,80.10101,24.030303,18572.517031
675,1.0,94,101,7,0.069307,94.0,60.0,21.685149,18.0,1.20473,1.566667,21.585149,0.131844,0.06,21.58393,0.038342,94.222222,28.266667,18600.783698
676,1.0,104,110,6,0.054545,104.0,60.0,25.527273,18.0,1.418182,1.733333,25.427273,0.131299,0.06,25.427273,0.137784,103.787879,31.136364,18631.920061
677,1.0,79,84,5,0.059524,79.0,60.0,18.997619,18.0,1.055423,1.316667,18.897619,0.131251,0.06,18.897619,0.116109,78.848485,23.654545,18655.574607
678,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.131312,0.06,22.163557,0.024728,93.10101,27.930303,18683.50491
679,1.0,78,84,6,0.071429,78.0,60.0,17.828571,18.0,0.990476,1.3,17.728571,0.132455,0.06,17.727071,0.129346,78.090909,23.427273,18706.932183
680,1.0,96,101,5,0.049505,96.0,60.0,24.047525,18.0,1.335974,1.6,23.947525,0.131405,0.06,23.947525,0.061268,96.10101,28.830303,18735.762486
681,1.0,88,96,8,0.083333,88.0,60.0,19.066667,18.0,1.059259,1.466667,18.966667,0.133739,0.06,18.963601,0.049313,88.0,26.4,18762.162486
682,1.0,104,110,6,0.054545,104.0,60.0,25.527273,18.0,1.418182,1.733333,25.427273,0.133193,0.06,25.427273,0.136549,104.151515,31.245455,18793.40794
683,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.133134,0.06,22.756436,0.044432,94.707071,28.412121,18821.820061
684,1.0,85,91,6,0.065934,85.0,60.0,19.895604,18.0,1.105311,1.416667,19.795604,0.133727,0.06,19.794814,0.055291,85.030303,25.509091,18847.329152
685,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.134944,0.06,20.403528,0.018603,90.030303,27.009091,18874.338243
686,1.0,89,95,6,0.063158,89.0,60.0,21.078947,18.0,1.171053,1.483333,20.978947,0.135259,0.06,20.978521,0.0118,89.0,26.7,18901.038243
687,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.134579,0.06,21.865957,0.023649,89.040404,26.712121,18927.750364
688,1.0,95,104,9,0.086538,95.0,60.0,20.278846,18.0,1.126603,1.583333,20.178846,0.137232,0.06,20.175275,0.068197,95.090909,28.527273,18956.277637
689,1.0,80,86,6,0.069767,80.0,60.0,18.418605,18.0,1.023256,1.333333,18.318605,0.138209,0.06,18.317264,0.103687,80.111111,24.033333,18980.31097
690,1.0,101,112,11,0.098214,101.0,60.0,20.380357,18.0,1.132242,1.683333,20.280357,0.142031,0.06,20.275076,0.129214,101.171717,30.351515,19010.662486
691,1.0,86,90,4,0.044444,86.0,60.0,21.977778,18.0,1.220988,1.433333,21.877778,0.140475,0.06,21.877778,0.060796,85.929293,25.778788,19036.441273
692,1.0,105,113,8,0.070796,105.0,60.0,24.066372,18.0,1.337021,1.75,23.966372,0.141555,0.06,23.964855,0.142941,105.30303,31.590909,19068.032183
693,1.0,96,101,5,0.049505,96.0,60.0,24.047525,18.0,1.335974,1.6,23.947525,0.140505,0.06,23.947525,0.060087,95.848485,28.754545,19096.786728
694,1.0,94,100,6,0.06,94.0,60.0,22.56,18.0,1.253333,1.566667,22.46,0.140505,0.06,22.46,0.028966,94.060606,28.218182,19125.00491
695,1.0,96,102,6,0.058824,96.0,60.0,23.152941,18.0,1.286275,1.6,23.052941,0.140387,0.06,23.052941,0.050892,95.959596,28.787879,19153.792789
696,1.0,101,107,6,0.056075,101.0,60.0,24.636449,18.0,1.368692,1.683333,24.536449,0.139995,0.06,24.536449,0.098332,100.737374,30.221212,19184.014001
697,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.141211,0.06,20.403452,0.022763,89.939394,26.981818,19210.995819
698,1.0,88,95,7,0.073684,88.0,60.0,19.915789,18.0,1.106433,1.466667,19.815789,0.14258,0.06,19.813857,0.037573,87.929293,26.378788,19237.374607
699,1.0,113,119,6,0.05042,113.0,60.0,28.202521,18.0,1.566807,1.883333,28.102521,0.141622,0.06,28.102521,0.22149,112.919192,33.875758,19271.250364
700,1.0,85,89,4,0.044944,85.0,60.0,21.679775,18.0,1.204432,1.416667,21.579775,0.140116,0.06,21.579775,0.075821,84.878788,25.463636,19296.714001
701,1.0,80,84,4,0.047619,80.0,60.0,20.190476,18.0,1.121693,1.333333,20.090476,0.138878,0.06,20.090476,0.117281,79.969697,23.990909,19320.70491
702,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.138197,0.06,21.865957,0.029749,89.050505,26.715152,19347.420061
703,1.0,98,108,10,0.092593,98.0,60.0,20.325926,18.0,1.129218,1.633333,20.225926,0.141457,0.06,20.221422,0.090915,97.969697,29.390909,19376.81097
704,1.0,97,104,7,0.067308,97.0,60.0,22.571154,18.0,1.253953,1.616667,22.471154,0.142187,0.06,22.47012,0.056609,97.010101,29.10303,19405.914001
705,1.0,102,110,8,0.072727,102.0,60.0,23.181818,18.0,1.287879,1.7,23.081818,0.14346,0.06,23.080009,0.109783,101.818182,30.545455,19436.459455
706,1.0,80,84,4,0.047619,80.0,60.0,20.190476,18.0,1.121693,1.333333,20.090476,0.142222,0.06,20.090476,0.119088,79.767677,23.930303,19460.389758
707,1.0,113,120,7,0.058333,113.0,60.0,27.308333,18.0,1.51713,1.883333,27.208333,0.142055,0.06,27.208333,0.213822,113.10101,33.930303,19494.320061
708,1.0,88,94,6,0.06383,88.0,60.0,20.782979,18.0,1.15461,1.466667,20.682979,0.142438,0.06,20.682435,0.038802,87.686869,26.306061,19520.626122
709,1.0,85,92,7,0.076087,85.0,60.0,19.032609,18.0,1.057367,1.416667,18.932609,0.144047,0.06,18.930317,0.070217,85.10101,25.530303,19546.156425
710,1.0,87,92,5,0.054348,87.0,60.0,21.371739,18.0,1.187319,1.45,21.271739,0.143482,0.06,21.271739,0.049657,87.161616,26.148485,19572.30491
711,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.143422,0.06,22.756436,0.032949,94.929293,28.478788,19600.783698
712,1.0,94,99,5,0.050505,94.0,60.0,23.452525,18.0,1.302918,1.566667,23.352525,0.142473,0.06,23.352525,0.033069,93.79798,28.139394,19628.923092
713,1.0,115,124,9,0.072581,115.0,60.0,26.153226,18.0,1.452957,1.916667,26.053226,0.143731,0.06,26.051433,0.231592,114.939394,34.481818,19663.40491
714,1.0,93,97,4,0.041237,93.0,60.0,24.064948,18.0,1.336942,1.55,23.964948,0.141855,0.06,23.964948,0.043684,92.757576,27.827273,19691.232182
715,1.0,104,110,6,0.054545,104.0,60.0,25.527273,18.0,1.418182,1.733333,25.427273,0.141309,0.06,25.427273,0.113058,103.888889,31.166667,19722.398849
716,1.0,97,106,9,0.084906,97.0,60.0,20.864151,18.0,1.159119,1.616667,20.764151,0.1438,0.06,20.760632,0.058363,96.979798,29.093939,19751.492789
717,1.0,90,95,5,0.052632,90.0,60.0,22.263158,18.0,1.236842,1.5,22.163158,0.143063,0.06,22.163158,0.038901,89.777778,26.933333,19778.426122
718,1.0,106,113,7,0.061947,106.0,60.0,25.233628,18.0,1.401868,1.766667,25.133628,0.143258,0.06,25.13335,0.12903,105.838384,31.751515,19810.177637
719,1.0,95,100,5,0.05,95.0,60.0,23.75,18.0,1.319444,1.583333,23.65,0.142258,0.06,23.65,0.03177,94.757576,28.427273,19838.60491
720,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.144123,0.06,18.047908,0.11725,82.131313,24.639394,19863.244304
721,1.0,105,111,6,0.054054,105.0,60.0,25.824324,18.0,1.434685,1.75,25.724324,0.143528,0.06,25.724324,0.12183,105.010101,31.50303,19894.747334
722,1.0,100,107,7,0.065421,100.0,60.0,23.457944,18.0,1.303219,1.666667,23.357944,0.14407,0.06,23.357166,0.065212,99.989899,29.99697,19924.744304
723,1.0,100,108,8,0.074074,100.0,60.0,22.592593,18.0,1.255144,1.666667,22.492593,0.145478,0.06,22.490565,0.066928,100.040404,30.012121,19954.756425
724,1.0,95,100,5,0.05,95.0,60.0,23.75,18.0,1.319444,1.583333,23.65,0.144478,0.06,23.65,0.030058,94.909091,28.472727,19983.229152
725,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.143854,0.06,21.568817,0.06338,88.030303,26.409091,20009.638243
726,1.0,94,100,6,0.06,94.0,60.0,22.56,18.0,1.253333,1.566667,22.46,0.143854,0.06,22.46,0.00482,94.020202,28.206061,20037.844304
727,1.0,85,91,6,0.065934,85.0,60.0,19.895604,18.0,1.105311,1.416667,19.795604,0.144447,0.06,19.794751,0.087867,84.878788,25.463636,20063.30794
728,1.0,84,89,5,0.05618,84.0,60.0,20.480899,18.0,1.137828,1.4,20.380899,0.144065,0.06,20.380899,0.099641,83.949495,25.184848,20088.492789
729,1.0,92,99,7,0.070707,92.0,60.0,21.094949,18.0,1.171942,1.533333,20.994949,0.145136,0.06,20.993407,0.023561,92.121212,27.636364,20116.129152
730,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.144455,0.06,21.865957,0.053192,89.0,26.7,20142.829152
731,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.144011,0.06,20.677778,0.089519,85.030303,25.509091,20168.338243
732,1.0,107,116,9,0.077586,107.0,60.0,23.798276,18.0,1.322126,1.783333,23.698276,0.145769,0.06,23.695743,0.135801,107.111111,32.133333,20200.471576
733,1.0,74,80,6,0.075,74.0,60.0,16.65,18.0,0.925,1.233333,16.55,0.147269,0.06,16.547813,0.199965,73.929293,22.178788,20222.650364
734,1.0,99,107,8,0.074766,99.0,60.0,22.298131,18.0,1.238785,1.65,22.198131,0.148746,0.06,22.195956,0.060694,99.191919,29.757576,20252.40794
735,1.0,84,88,4,0.045455,84.0,60.0,21.381818,18.0,1.187879,1.4,21.281818,0.147291,0.06,21.281818,0.103155,83.989899,25.19697,20277.60491
736,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.149157,0.06,18.047815,0.120238,82.070707,24.621212,20302.226122
737,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.148926,0.06,23.646154,0.046721,98.131313,29.439394,20331.665516
738,1.0,105,112,7,0.0625,105.0,60.0,24.9375,18.0,1.385417,1.75,24.8375,0.149176,0.06,24.837128,0.113802,104.828283,31.448485,20363.114001
739,1.0,109,115,6,0.052174,109.0,60.0,27.013043,18.0,1.500725,1.816667,26.913043,0.148393,0.06,26.913043,0.153169,108.878788,32.663636,20395.777637
740,1.0,109,116,7,0.060345,109.0,60.0,26.122414,18.0,1.451245,1.816667,26.022414,0.148428,0.06,26.022363,0.146039,108.69697,32.609091,20428.386728
741,1.0,106,112,6,0.053571,106.0,60.0,26.121429,18.0,1.45119,1.766667,26.021429,0.147785,0.06,26.021429,0.115434,105.626263,31.687879,20460.074607
742,1.0,98,106,8,0.075472,98.0,60.0,22.003774,18.0,1.222432,1.633333,21.903774,0.149332,0.06,21.901487,0.041343,97.969697,29.390909,20489.465516
743,1.0,100,107,7,0.065421,100.0,60.0,23.457944,18.0,1.303219,1.666667,23.357944,0.149874,0.06,23.357134,0.052374,99.767677,29.930303,20519.395819
744,1.0,86,92,6,0.065217,86.0,60.0,20.191304,18.0,1.121739,1.433333,20.091304,0.150396,0.06,20.090522,0.089251,86.030303,25.809091,20545.20491
745,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.150336,0.06,22.756436,0.005764,94.969697,28.490909,20573.695819
746,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.149831,0.06,20.974725,0.088331,85.919192,25.775758,20599.471576
747,1.0,75,78,3,0.038462,75.0,60.0,19.615385,18.0,1.089744,1.25,19.515385,0.147677,0.06,19.515385,0.199809,75.20202,22.560606,20622.032182
748,1.0,106,113,7,0.061947,106.0,60.0,25.233628,18.0,1.401868,1.766667,25.133628,0.147872,0.06,25.133341,0.118807,106.242424,31.872727,20653.90491
749,1.0,81,88,7,0.079545,81.0,60.0,17.856818,18.0,0.992045,1.35,17.756818,0.149826,0.06,17.753928,0.139779,80.848485,24.254545,20678.159455
750,1.0,105,112,7,0.0625,105.0,60.0,24.9375,18.0,1.385417,1.75,24.8375,0.150076,0.06,24.837125,0.111613,105.161616,31.548485,20709.70794
751,1.0,76,81,5,0.061728,76.0,60.0,18.108642,18.0,1.006036,1.266667,18.008642,0.150249,0.06,18.008383,0.182401,75.878788,22.763636,20732.471576
752,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.149351,0.06,23.055102,0.025321,93.131313,27.939394,20760.41097
753,1.0,97,107,10,0.093458,97.0,60.0,20.034579,18.0,1.113032,1.616667,19.934579,0.152697,0.06,19.929582,0.068281,96.848485,29.054545,20789.465516
754,1.0,86,94,8,0.085106,86.0,60.0,18.480851,18.0,1.026714,1.433333,18.380851,0.155208,0.06,18.377017,0.094058,86.111111,25.833333,20815.298849
755,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.155022,0.06,19.490698,0.130306,81.010101,24.30303,20839.601879
756,1.0,94,98,4,0.040816,94.0,60.0,24.363265,18.0,1.353515,1.566667,24.263265,0.153103,0.06,24.263265,0.043197,93.89899,28.169697,20867.771576
757,1.0,92,99,7,0.070707,92.0,60.0,21.094949,18.0,1.171942,1.533333,20.994949,0.154174,0.06,20.99331,0.02524,92.070707,27.621212,20895.392788
758,1.0,103,108,5,0.046296,103.0,60.0,26.131481,18.0,1.451749,1.716667,26.031481,0.152804,0.06,26.031481,0.100895,103.131313,30.939394,20926.332182
759,1.0,72,78,6,0.076923,72.0,60.0,16.061538,18.0,0.892308,1.2,15.961538,0.154496,0.06,15.958953,0.219419,71.777778,21.533333,20947.865516
760,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.154618,0.06,21.867158,0.014901,92.060606,27.618182,20975.483698
761,1.0,103,109,6,0.055046,103.0,60.0,25.230275,18.0,1.401682,1.716667,25.130275,0.154123,0.06,25.130275,0.095289,102.909091,30.872727,21006.356425
762,1.0,86,95,9,0.094737,86.0,60.0,17.652632,18.0,0.980702,1.433333,17.552632,0.157597,0.06,17.547278,0.101198,85.969697,25.790909,21032.147334
763,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.157657,0.06,22.163541,0.007553,92.909091,27.872727,21060.020061
764,1.0,105,111,6,0.054054,105.0,60.0,25.824324,18.0,1.434685,1.75,25.724324,0.157063,0.06,25.724324,0.119879,104.929293,31.478788,21091.498849
765,1.0,73,81,8,0.098765,73.0,60.0,14.690123,18.0,0.816118,1.216667,14.590123,0.160939,0.06,14.584035,0.215961,72.848485,21.854545,21113.353394
766,1.0,78,85,7,0.082353,78.0,60.0,16.976471,18.0,0.943137,1.3,16.876471,0.163174,0.06,16.872873,0.152131,78.161616,23.448485,21136.801879
767,1.0,106,112,6,0.053571,106.0,60.0,26.121429,18.0,1.45119,1.766667,26.021429,0.162532,0.06,26.021429,0.13775,106.20202,31.860606,21168.662485
768,1.0,87,92,5,0.054348,87.0,60.0,21.371739,18.0,1.187319,1.45,21.271739,0.161966,0.06,21.271739,0.060112,86.848485,26.054545,21194.717031
769,1.0,91,95,4,0.042105,91.0,60.0,23.468421,18.0,1.303801,1.516667,23.368421,0.160177,0.06,23.368421,0.045241,91.111111,27.333333,21222.050364
770,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.160629,0.06,20.386373,0.052433,87.10101,26.130303,21248.180667
771,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.16108,0.06,20.386371,0.053455,86.909091,26.072727,21274.253394
772,1.0,91,97,6,0.061856,91.0,60.0,21.671134,18.0,1.203952,1.516667,21.571134,0.161266,0.06,21.570835,0.010344,91.040404,27.312121,21301.565516
773,1.0,100,108,8,0.074074,100.0,60.0,22.592593,18.0,1.255144,1.666667,22.492593,0.162673,0.06,22.490323,0.084714,100.040404,30.012121,21331.577637
774,1.0,94,99,5,0.050505,94.0,60.0,23.452525,18.0,1.302918,1.566667,23.352525,0.161724,0.06,23.352525,0.033958,93.79798,28.139394,21359.717031
775,1.0,100,106,6,0.056604,100.0,60.0,24.339623,18.0,1.352201,1.666667,24.239623,0.161384,0.06,24.239623,0.083332,100.0,30.0,21389.717031
776,1.0,83,90,7,0.077778,83.0,60.0,18.444444,18.0,1.024691,1.383333,18.344444,0.163162,0.06,18.341575,0.094609,83.040404,24.912121,21414.629152
777,1.0,110,117,7,0.059829,110.0,60.0,26.418803,18.0,1.467711,1.833333,26.318803,0.163145,0.06,26.318803,0.182179,109.959596,32.987879,21447.617031
778,1.0,97,102,5,0.04902,97.0,60.0,24.345098,18.0,1.352505,1.616667,24.245098,0.162047,0.06,24.245098,0.055459,96.828283,29.048485,21476.665516
779,1.0,88,94,6,0.06383,88.0,60.0,20.782979,18.0,1.15461,1.466667,20.682979,0.16243,0.06,20.682358,0.045602,87.808081,26.342424,21503.00794
780,1.0,81,89,8,0.089888,81.0,60.0,17.019101,18.0,0.945506,1.35,16.919101,0.165418,0.06,16.914246,0.126384,81.080808,24.324242,21527.332182
781,1.0,85,89,4,0.044944,85.0,60.0,21.679775,18.0,1.204432,1.416667,21.579775,0.163913,0.06,21.579775,0.082706,85.070707,25.521212,21552.853394
782,1.0,97,105,8,0.07619,97.0,60.0,21.709524,18.0,1.206085,1.616667,21.609524,0.165532,0.06,21.60687,0.052788,97.191919,29.157576,21582.01097
783,1.0,84,89,5,0.05618,84.0,60.0,20.480899,18.0,1.137828,1.4,20.380899,0.16515,0.06,20.380899,0.082675,83.979798,25.193939,21607.20491
784,1.0,78,84,6,0.071429,78.0,60.0,17.828571,18.0,0.990476,1.3,17.728571,0.166293,0.06,17.726684,0.144059,78.010101,23.40303,21630.60794
785,1.0,100,109,9,0.082569,100.0,60.0,21.743119,18.0,1.207951,1.666667,21.643119,0.16855,0.06,21.639366,0.089521,100.121212,30.036364,21660.644303
786,1.0,72,77,5,0.064935,72.0,60.0,16.924675,18.0,0.94026,1.2,16.824675,0.169043,0.06,16.823844,0.202205,71.888889,21.566667,21682.21097
787,1.0,86,90,4,0.044444,86.0,60.0,21.977778,18.0,1.220988,1.433333,21.877778,0.167487,0.06,21.877778,0.071765,86.171717,25.851515,21708.062485
788,1.0,95,103,8,0.07767,95.0,60.0,21.121359,18.0,1.173409,1.583333,21.021359,0.169254,0.06,21.0184,0.042616,95.090909,28.527273,21736.589758
789,1.0,92,96,4,0.041667,92.0,60.0,23.766667,18.0,1.32037,1.533333,23.666667,0.167421,0.06,23.666667,0.044895,91.848485,27.554545,21764.144303
790,1.0,98,105,7,0.066667,98.0,60.0,22.866667,18.0,1.27037,1.633333,22.766667,0.168088,0.06,22.765551,0.067842,98.090909,29.427273,21793.571576
791,1.0,88,94,6,0.06383,88.0,60.0,20.782979,18.0,1.15461,1.466667,20.682979,0.168471,0.06,20.682335,0.030201,87.878788,26.363636,21819.935213
792,1.0,87,90,3,0.033333,87.0,60.0,23.2,18.0,1.288889,1.45,23.1,0.165804,0.06,23.1,0.071659,87.171717,26.151515,21846.086728
793,1.0,82,86,4,0.046512,82.0,60.0,20.786047,18.0,1.15478,1.366667,20.686047,0.164455,0.06,20.686047,0.09083,82.090909,24.627273,21870.714
794,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.164225,0.06,23.646154,0.079886,98.121212,29.436364,21900.150364
795,1.0,79,83,4,0.048193,79.0,60.0,19.892771,18.0,1.105154,1.316667,19.792771,0.163044,0.06,19.792771,0.116892,78.979798,23.693939,21923.844303
796,1.0,97,102,5,0.04902,97.0,60.0,24.345098,18.0,1.352505,1.616667,24.245098,0.161946,0.06,24.245098,0.075042,97.222222,29.166667,21953.01097
797,1.0,85,91,6,0.065934,85.0,60.0,19.895604,18.0,1.105311,1.416667,19.795604,0.162539,0.06,19.794643,0.05267,84.929293,25.478788,21978.489758
798,1.0,99,104,5,0.048077,99.0,60.0,24.940385,18.0,1.385577,1.65,24.840385,0.161347,0.06,24.840385,0.090825,99.030303,29.709091,22008.198849
799,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.160723,0.06,21.568817,0.028964,88.141414,26.442424,22034.641273
800,1.0,92,101,9,0.089109,92.0,60.0,19.40198,18.0,1.077888,1.533333,19.30198,0.163634,0.06,19.297302,0.056129,91.969697,27.590909,22062.232182
801,1.0,78,83,5,0.060241,78.0,60.0,18.701205,18.0,1.038956,1.3,18.601205,0.163658,0.06,18.601165,0.1217,77.878788,23.363636,22085.595819
802,1.0,92,102,10,0.098039,92.0,60.0,18.580392,18.0,1.032244,1.533333,18.480392,0.167462,0.06,18.474167,0.07297,92.111111,27.633333,22113.229152
803,1.0,104,115,11,0.095652,104.0,60.0,21.252174,18.0,1.180676,1.733333,21.152174,0.171027,0.06,21.146204,0.152325,104.060606,31.218182,22144.447334
804,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.170129,0.06,23.055102,0.03685,92.929293,27.878788,22172.326122
805,1.0,94,98,4,0.040816,94.0,60.0,24.363265,18.0,1.353515,1.566667,24.263265,0.168211,0.06,24.263265,0.056735,94.090909,28.227273,22200.553394
806,1.0,97,104,7,0.067308,97.0,60.0,22.571154,18.0,1.253953,1.616667,22.471154,0.168942,0.06,22.469925,0.063491,96.858586,29.057576,22229.61097
807,1.0,95,102,7,0.068627,95.0,60.0,21.980392,18.0,1.221133,1.583333,21.880392,0.169805,0.06,21.878935,0.04359,95.161616,28.548485,22258.159455
808,1.0,86,92,6,0.065217,86.0,60.0,20.191304,18.0,1.121739,1.433333,20.091304,0.170326,0.06,20.090418,0.04858,85.929293,25.778788,22283.938243
809,1.0,96,102,6,0.058824,96.0,60.0,23.152941,18.0,1.286275,1.6,23.052941,0.170209,0.06,23.052941,0.055791,95.989899,28.79697,22312.735213
810,1.0,97,103,6,0.058252,97.0,60.0,23.449515,18.0,1.302751,1.616667,23.349515,0.170034,0.06,23.349515,0.060989,96.909091,29.072727,22341.80794
811,1.0,95,100,5,0.05,95.0,60.0,23.75,18.0,1.319444,1.583333,23.65,0.169034,0.06,23.65,0.047131,94.979798,28.493939,22370.301879
812,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.169094,0.06,22.163534,0.021336,92.989899,27.89697,22398.198849
813,1.0,99,105,6,0.057143,99.0,60.0,24.042857,18.0,1.335714,1.65,23.942857,0.168809,0.06,23.942857,0.080067,99.222222,29.766667,22427.965516
814,1.0,77,81,4,0.049383,77.0,60.0,19.297531,18.0,1.072085,1.283333,19.197531,0.167747,0.06,19.197531,0.144109,76.939394,23.081818,22451.047334
815,1.0,88,94,6,0.06383,88.0,60.0,20.782979,18.0,1.15461,1.466667,20.682979,0.16813,0.06,20.682336,0.026418,88.272727,26.481818,22477.529152
816,1.0,86,90,4,0.044444,86.0,60.0,21.977778,18.0,1.220988,1.433333,21.877778,0.166574,0.06,21.877778,0.059798,86.090909,25.827273,22503.356425
817,1.0,94,102,8,0.078431,94.0,60.0,20.827451,18.0,1.157081,1.566667,20.727451,0.168418,0.06,20.724381,0.045968,94.040404,28.212121,22531.568546
818,1.0,101,107,6,0.056075,101.0,60.0,24.636449,18.0,1.368692,1.683333,24.536449,0.168025,0.06,24.536449,0.102111,101.121212,30.336364,22561.904909
819,1.0,89,96,7,0.072917,89.0,60.0,20.210417,18.0,1.122801,1.483333,20.110417,0.169317,0.06,20.108246,0.031583,88.939394,26.681818,22588.586728
820,1.0,95,100,5,0.05,95.0,60.0,23.75,18.0,1.319444,1.583333,23.65,0.168317,0.06,23.65,0.045785,94.929293,28.478788,22617.065516
821,1.0,96,100,4,0.04,96.0,60.0,24.96,18.0,1.386667,1.6,24.86,0.166317,0.06,24.86,0.064197,96.10101,28.830303,22645.895819
822,1.0,99,106,7,0.066038,99.0,60.0,23.162264,18.0,1.286792,1.65,23.062264,0.16692,0.06,23.06126,0.076454,99.040404,29.712121,22675.60794
823,1.0,85,94,9,0.095745,85.0,60.0,17.361702,18.0,0.964539,1.416667,17.261702,0.170495,0.06,17.255736,0.09551,85.010101,25.50303,22701.11097
824,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.16965,0.06,22.757732,0.02129,92.10101,27.630303,22728.741273
825,1.0,113,126,13,0.103175,113.0,60.0,22.24127,18.0,1.235626,1.883333,22.14127,0.173967,0.06,22.133945,0.232956,112.959596,33.887879,22762.629152
826,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.173069,0.06,23.055102,0.027453,92.808081,27.842424,22790.471576
827,1.0,86,93,7,0.075269,86.0,60.0,19.326882,18.0,1.073716,1.433333,19.226882,0.174596,0.06,19.224239,0.062891,85.919192,25.775758,22816.247334
828,1.0,115,123,8,0.065041,115.0,60.0,27.020325,18.0,1.501129,1.916667,26.920325,0.1751,0.06,26.919445,0.237864,114.979798,34.493939,22850.741273
829,1.0,76,81,5,0.061728,76.0,60.0,18.108642,18.0,1.006036,1.266667,18.008642,0.175273,0.06,18.008339,0.15581,75.767677,22.730303,22873.471576
